Row,Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,ds,y
2018,Monday,2,2020-03-23,"4,105","3,166","2,690",476,2020-03-23,4105
2019,Tuesday,3,2020-03-24,"4,156","3,247","2,766",481,2020-03-24,4156
2020,Wednesday,4,2020-03-25,"4,153","3,367","2,878",489,2020-03-25,4153
2021,Thursday,5,2020-03-26,"4,256","3,394","2,944",450,2020-03-26,4256
2022,Friday,6,2020-03-27,"3,818","3,002","2,588",414,2020-03-27,3818
2023,Saturday,7,2020-03-28,"3,045","2,438","2,103",335,2020-03-28,3045
2024,Sunday,1,2020-03-29,"4,079","3,047","2,603",444,2020-03-29,4079
2025,Monday,2,2020-03-30,"4,899","3,852","3,280",572,2020-03-30,4899
2026,Tuesday,3,2020-03-31,"4,943","3,822","3,310",512,2020-03-31,4943
2027,Wednesday,4,2020-04-01,"4,907","3,799","3,317",482,2020-04-01,4907
2028,Thursday,5,2020-04-02,"4,933","3,838","3,305",533,2020-04-02,4933
2029,Friday,6,2020-04-03,"4,665","3,498","2,975",523,2020-04-03,4665
2030,Saturday,7,2020-04-04,"3,366","2,536","2,175",361,2020-04-04,3366
2031,Sunday,1,2020-04-05,"3,976","3,045","2,644",401,2020-04-05,3976
2032,Monday,2,2020-04-06,"4,981","3,921","3,351",570,2020-04-06,4981
2033,Tuesday,3,2020-04-07,"5,331","4,144","3,552",592,2020-04-07,5331
2034,Wednesday,4,2020-04-08,"5,331","4,203","3,656",547,2020-04-08,5331
2035,Thursday,5,2020-04-09,"5,063","3,982","3,426",556,2020-04-09,5063
2036,Friday,6,2020-04-10,"4,252","3,354","2,869",485,2020-04-10,4252
2037,Saturday,7,2020-04-11,"3,656","2,712","2,279",433,2020-04-11,3656
2038,Sunday,1,2020-04-12,"4,152","3,125","2,666",459,2020-04-12,4152
2039,Monday,2,2020-04-13,"5,089","3,922","3,379",543,2020-04-13,5089
2040,Tuesday,3,2020-04-14,"5,491","4,314","3,721",593,2020-04-14,5491
2041,Wednesday,4,2020-04-15,"5,665","4,424","3,754",670,2020-04-15,5665
2042,Thursday,5,2020-04-16,"5,423","4,203","3,592",611,2020-04-16,5423
2043,Friday,6,2020-04-17,"4,688","3,682","3,146",536,2020-04-17,4688
2044,Saturday,7,2020-04-18,"4,055","3,007","2,521",486,2020-04-18,4055
2045,Sunday,1,2020-04-19,"4,830","3,671","3,057",614,2020-04-19,4830
2046,Monday,2,2020-04-20,"5,908","4,517","3,869",648,2020-04-20,5908
2047,Tuesday,3,2020-04-21,"5,633","4,377","3,722",655,2020-04-21,5633
2048,Wednesday,4,2020-04-22,"5,786","4,520","3,856",664,2020-04-22,5786
2049,Thursday,5,2020-04-23,"5,967","4,758","4,074",684,2020-04-23,5967
2050,Friday,6,2020-04-24,"4,937","3,879","3,319",560,2020-04-24,4937
2051,Saturday,7,2020-04-25,"4,327","3,284","2,814",470,2020-04-25,4327
2052,Sunday,1,2020-04-26,"5,086","3,964","3,393",571,2020-04-26,5086
2053,Monday,2,2020-04-27,"6,038","4,771","4,054",717,2020-04-27,6038
2054,Tuesday,3,2020-04-28,"6,324","4,920","4,210",710,2020-04-28,6324
2055,Wednesday,4,2020-04-29,"6,062","4,735","4,006",729,2020-04-29,6062
2056,Thursday,5,2020-04-30,"5,520","4,375","3,776",599,2020-04-30,5520
2057,Friday,6,2020-05-01,"4,670","3,621","3,068",553,2020-05-01,4670
2058,Saturday,7,2020-05-02,"4,171","3,145","2,683",462,2020-05-02,4171
2059,Sunday,1,2020-05-03,"4,716","3,648","3,067",581,2020-05-03,4716
2060,Monday,2,2020-05-04,"5,939","4,567","3,882",685,2020-05-04,5939
2061,Tuesday,3,2020-05-05,"6,361","4,900","4,169",731,2020-05-05,6361
2062,Wednesday,4,2020-05-06,"6,659","5,322","4,580",742,2020-05-06,6659
2063,Thursday,5,2020-05-07,"6,264","4,857","4,067",790,2020-05-07,6264
2064,Friday,6,2020-05-08,"5,359","4,202","3,592",610,2020-05-08,5359
2065,Saturday,7,2020-05-09,"4,593","3,452","2,932",520,2020-05-09,4593
2066,Sunday,1,2020-05-10,"5,092","3,917","3,338",579,2020-05-10,5092
2067,Monday,2,2020-05-11,"6,563","5,112","4,278",834,2020-05-11,6563
2068,Tuesday,3,2020-05-12,"6,124","4,775","4,028",747,2020-05-12,6124
2069,Wednesday,4,2020-05-13,"5,817","4,596","3,886",710,2020-05-13,5817
2070,Thursday,5,2020-05-14,"6,057","4,583","3,937",646,2020-05-14,6057
2071,Friday,6,2020-05-15,"4,958","3,829","3,183",646,2020-05-15,4958
2072,Saturday,7,2020-05-16,"3,651","2,827","2,384",443,2020-05-16,3651
2073,Sunday,1,2020-05-17,"4,248","3,291","2,737",554,2020-05-17,4248
2074,Monday,2,2020-05-18,"5,624","4,231","3,588",643,2020-05-18,5624
2075,Tuesday,3,2020-05-19,"5,595","4,300","3,666",634,2020-05-19,5595
2076,Wednesday,4,2020-05-20,"5,213","4,106","3,466",640,2020-05-20,5213
2077,Thursday,5,2020-05-21,"5,156","3,990","3,372",618,2020-05-21,5156
2078,Friday,6,2020-05-22,"4,350","3,343","2,816",527,2020-05-22,4350
2079,Saturday,7,2020-05-23,"3,446","2,696","2,291",405,2020-05-23,3446
2080,Sunday,1,2020-05-24,"3,945","2,969","2,479",490,2020-05-24,3945
2081,Monday,2,2020-05-25,"4,639","3,610","3,054",556,2020-05-25,4639
2082,Tuesday,3,2020-05-26,"5,224","4,069","3,416",653,2020-05-26,5224
2083,Wednesday,4,2020-05-27,"5,242","4,105","3,474",631,2020-05-27,5242
2084,Thursday,5,2020-05-28,"4,939","3,966","3,371",595,2020-05-28,4939
2085,Friday,6,2020-05-29,"4,387","3,486","2,949",537,2020-05-29,4387
2086,Saturday,7,2020-05-30,"3,327","2,583","2,189",394,2020-05-30,3327
2087,Sunday,1,2020-05-31,"3,692","2,919","2,482",437,2020-05-31,3692
2088,Monday,2,2020-06-01,"4,734","3,707","3,133",574,2020-06-01,4734
2089,Tuesday,3,2020-06-02,"4,727","3,690","3,057",633,2020-06-02,4727
2090,Wednesday,4,2020-06-03,"4,994","3,869","3,239",630,2020-06-03,4994
2091,Thursday,5,2020-06-04,"4,767","3,733","3,156",577,2020-06-04,4767
2092,Friday,6,2020-06-05,"4,124","3,247","2,778",469,2020-06-05,4124
2093,Saturday,7,2020-06-06,"3,230","2,425","2,045",380,2020-06-06,3230
2094,Sunday,1,2020-06-07,"3,906","3,049","2,574",475,2020-06-07,3906
2095,Monday,2,2020-06-08,"4,895","3,787","3,188",599,2020-06-08,4895
2096,Tuesday,3,2020-06-09,"4,871","3,644","3,050",594,2020-06-09,4871
2097,Wednesday,4,2020-06-10,"4,989","3,857","3,269",588,2020-06-10,4989
2098,Thursday,5,2020-06-11,"4,633","3,560","3,015",545,2020-06-11,4633
2099,Friday,6,2020-06-12,"4,475","3,292","2,757",535,2020-06-12,4475
2100,Saturday,7,2020-06-13,"2,967","2,304","1,942",362,2020-06-13,2967
2101,Sunday,1,2020-06-14,"3,507","2,684","2,282",402,2020-06-14,3507
2102,Monday,2,2020-06-15,"4,337","3,348","2,794",554,2020-06-15,4337
2103,Tuesday,3,2020-06-16,"4,470","3,461","2,964",497,2020-06-16,4470
2104,Wednesday,4,2020-06-17,"4,439","3,450","2,898",552,2020-06-17,4439
2105,Thursday,5,2020-06-18,"4,895","3,677","3,132",545,2020-06-18,4895
2106,Friday,6,2020-06-19,"3,924","2,911","2,459",452,2020-06-19,3924
2107,Saturday,7,2020-06-20,"2,827","2,190","1,851",339,2020-06-20,2827
2108,Sunday,1,2020-06-21,"3,481","2,668","2,256",412,2020-06-21,3481
2109,Monday,2,2020-06-22,"4,627","3,493","2,935",558,2020-06-22,4627
2110,Tuesday,3,2020-06-23,"4,561","3,493","2,950",543,2020-06-23,4561
2111,Wednesday,4,2020-06-24,"4,626","3,521","2,982",539,2020-06-24,4626
2112,Thursday,5,2020-06-25,"4,137","3,215","2,668",547,2020-06-25,4137
2113,Friday,6,2020-06-26,"3,555","2,675","2,248",427,2020-06-26,3555
2114,Saturday,7,2020-06-27,"2,671","1,999","1,680",319,2020-06-27,2671
2115,Sunday,1,2020-06-28,"3,486","2,635","2,233",402,2020-06-28,3486
2116,Monday,2,2020-06-29,"4,000","3,119","2,616",503,2020-06-29,4000
2117,Tuesday,3,2020-06-30,"3,828","3,013","2,553",460,2020-06-30,3828
2118,Wednesday,4,2020-07-01,"3,935","3,049","2,599",450,2020-07-01,3935
2119,Thursday,5,2020-07-02,"3,633","2,881","2,397",484,2020-07-02,3633
2120,Friday,6,2020-07-03,"2,997","2,286","1,932",354,2020-07-03,2997
2121,Saturday,7,2020-07-04,"2,194","1,704","1,420",284,2020-07-04,2194
2122,Sunday,1,2020-07-05,"2,948","2,198","1,836",362,2020-07-05,2948
2123,Monday,2,2020-07-06,"4,049","3,215","2,724",491,2020-07-06,4049
2124,Tuesday,3,2020-07-07,"3,792","2,998","2,485",513,2020-07-07,3792
2125,Wednesday,4,2020-07-08,"4,029","3,096","2,613",483,2020-07-08,4029
2126,Thursday,5,2020-07-09,"3,945","3,039","2,587",452,2020-07-09,3945
2127,Friday,6,2020-07-10,"3,523","2,620","2,173",447,2020-07-10,3523
2128,Saturday,7,2020-07-11,"2,646","1,981","1,665",316,2020-07-11,2646
2129,Sunday,1,2020-07-12,"3,454","2,611","2,213",398,2020-07-12,3454
2130,Monday,2,2020-07-13,"3,703","2,916","2,459",457,2020-07-13,3703
2131,Tuesday,3,2020-07-14,"3,680","2,853","2,397",456,2020-07-14,3680
2132,Wednesday,4,2020-07-15,"3,479","2,627","2,196",431,2020-07-15,3479
2133,Thursday,5,2020-07-16,"3,756","2,916","2,463",453,2020-07-16,3756
2134,Friday,6,2020-07-17,"3,289","2,557","2,122",435,2020-07-17,3289
2135,Saturday,7,2020-07-18,"2,416","1,892","1,606",286,2020-07-18,2416
2136,Sunday,1,2020-07-19,"2,793","2,197","1,892",305,2020-07-19,2793
2137,Monday,2,2020-07-20,"3,749","2,881","2,428",453,2020-07-20,3749
2138,Tuesday,3,2020-07-21,"3,786","2,889","2,450",439,2020-07-21,3786
2139,Wednesday,4,2020-07-22,"4,002","3,039","2,566",473,2020-07-22,4002
2140,Thursday,5,2020-07-23,"3,823","3,033","2,525",508,2020-07-23,3823
2141,Friday,6,2020-07-24,"3,430","2,623","2,262",361,2020-07-24,3430
2142,Saturday,7,2020-07-25,"2,400","1,767","1,487",280,2020-07-25,2400
2143,Sunday,1,2020-07-26,"2,835","2,207","1,869",338,2020-07-26,2835
2144,Monday,2,2020-07-27,"4,001","3,031","2,523",508,2020-07-27,4001
2145,Tuesday,3,2020-07-28,"3,795","2,969","2,525",444,2020-07-28,3795
2146,Wednesday,4,2020-07-29,"3,903","3,010","2,591",419,2020-07-29,3903
2147,Thursday,5,2020-07-30,"3,397","2,687","2,265",422,2020-07-30,3397
2148,Friday,6,2020-07-31,"3,005","2,317","1,887",430,2020-07-31,3005
2149,Saturday,7,2020-08-01,"2,305","1,750","1,479",271,2020-08-01,2305
2150,Sunday,1,2020-08-02,"2,696","1,993","1,701",292,2020-08-02,2696
2151,Monday,2,2020-08-03,"3,866","2,814","2,368",446,2020-08-03,3866
2152,Tuesday,3,2020-08-04,"3,826","2,845","2,400",445,2020-08-04,3826
2153,Wednesday,4,2020-08-05,"3,673","2,774","2,334",440,2020-08-05,3673
2154,Thursday,5,2020-08-06,"3,660","2,625","2,189",436,2020-08-06,3660
2155,Friday,6,2020-08-07,"3,136","2,364","1,941",423,2020-08-07,3136
2156,Saturday,7,2020-08-08,"2,223","1,628","1,354",274,2020-08-08,2223
2157,Sunday,1,2020-08-09,"2,623","1,941","1,644",297,2020-08-09,2623
2158,Monday,2,2020-08-10,"3,638","2,745","2,325",420,2020-08-10,3638
2159,Tuesday,3,2020-08-11,"3,740","2,742","2,258",484,2020-08-11,3740
2160,Wednesday,4,2020-08-12,"3,767","2,904","2,477",427,2020-08-12,3767
2161,Thursday,5,2020-08-13,"3,621","2,780","2,322",458,2020-08-13,3621
2162,Friday,6,2020-08-14,"2,971","2,308","1,922",386,2020-08-14,2971
2163,Saturday,7,2020-08-15,"2,221","1,696","1,373",323,2020-08-15,2221
2164,Sunday,1,2020-08-16,"2,724","2,037","1,686",351,2020-08-16,2724
2165,Monday,2,2020-08-17,"3,456","2,638","2,181",457,2020-08-17,3456
2166,Tuesday,3,2020-08-18,"3,581","2,683","2,184",499,2020-08-18,3581
2167,Wednesday,4,2020-08-19,"2,064","1,564","1,297",267,2020-08-19,2064
